538027000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br label %4
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %102 = phi double [ %96, %79 ], [ %66, %63 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %63, using value:   %66 = phi double [ %102, %101 ], [ %58, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %103 = phi double [ %98, %79 ], [ %65, %63 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %63, using value:   %65 = phi double [ %103, %101 ], [ %60, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %104 = phi double [ %100, %79 ], [ %64, %63 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %63, using value:   %64 = phi double [ %104, %101 ], [ %62, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %105 = add nuw nsw i32 %67, 1
538097000: system.md_grid_clstr.md_grid.llvm_interface: || (i32 %67) 0 + (i32 1) 1
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %105 = 1
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %106 = icmp eq i32 %105, %43
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %106 = FALSE
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br i1 %106, label %107, label %63, !llvm.loop !16
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Condition: FALSE, Fetching target label %63
538097000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %63 from label %101
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %64 = phi double [ %104, %101 ], [ %62, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %101, using value:   %104 = phi double [ %100, %79 ], [ %64, %63 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %65 = phi double [ %103, %101 ], [ %60, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %101, using value:   %103 = phi double [ %98, %79 ], [ %65, %63 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %66 = phi double [ %102, %101 ], [ %58, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %101, using value:   %102 = phi double [ %96, %79 ], [ %66, %63 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %67 = phi i32 [ %105, %101 ], [ 0, %49 ]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %101, using value:   %105 = add nuw nsw i32 %67, 1
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %68 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 0
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 1, dimension offset = 24
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 0, struct offset = 0
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[18] (Flat Idx[3])
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e58]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %69 = load double, double* %68, align 4, !tbaa.struct !7
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e58] Size[8]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %70 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 1
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 1, dimension offset = 24
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 1, struct offset = 8
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[20] (Flat Idx[4])
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e60]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %71 = load double, double* %70, align 4, !tbaa.struct !10
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e60] Size[8]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %72 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 2
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 1, dimension offset = 24
538097000: system.md_grid_clstr.md_grid.llvm_interface: || i32 2, struct offset = 16
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[28] (Flat Idx[5])
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e68]
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %73 = load double, double* %72, align 4, !tbaa.struct !11
538097000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e68] Size[8]
538109000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %69 = load double, double* %68, align 4, !tbaa.struct !7
538109000: system.md_grid_clstr.md_grid.llvm_interface: || double %69 = -6.93607e+15f 0.18787d
538109000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %71 = load double, double* %70, align 4, !tbaa.struct !10
538109000: system.md_grid_clstr.md_grid.llvm_interface: || double %71 = -0.000358187f 1.60929d
538119000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %73 = load double, double* %72, align 4, !tbaa.struct !11
538119000: system.md_grid_clstr.md_grid.llvm_interface: || double %73 = 6.8695e-24f 0.56948d
538127000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %74 = fcmp une double %69, %52
538127000: system.md_grid_clstr.md_grid.llvm_interface: || Comparing 0.18787, 3.67518
538127000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %74 = TRUE
538127000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %75 = fcmp une double %71, %54
538127000: system.md_grid_clstr.md_grid.llvm_interface: || Comparing 1.60929, 4.20816
538127000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %75 = TRUE
538127000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %77 = fcmp une double %73, %56
538127000: system.md_grid_clstr.md_grid.llvm_interface: || Comparing 0.56948, 2.1441
538127000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %77 = TRUE
538137000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %76 = or i1 %74, %75
538137000: system.md_grid_clstr.md_grid.llvm_interface: || (i1 %74) 1 | (i1 %75) 1
538137000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %76 = 1
538147000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %78 = or i1 %76, %77
538147000: system.md_grid_clstr.md_grid.llvm_interface: || (i1 %76) 1 | (i1 %77) 1
538147000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %78 = 1
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br i1 %78, label %79, label %101
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Condition: TRUE, Fetching target label %79
538157000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %79 from label %63
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br label %101
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Fetching target label %101
538157000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %101 from label %79
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %80 = fsub double %52, %69
538157000: system.md_grid_clstr.md_grid.llvm_interface: || (double %52) 3.67518 - (double %69) 0.18787
538157000: system.md_grid_clstr.md_grid.llvm_interface: || double %80 = 3.48731
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %81 = fsub double %54, %71
538157000: system.md_grid_clstr.md_grid.llvm_interface: || (double %54) 4.20816 - (double %71) 1.60929
538157000: system.md_grid_clstr.md_grid.llvm_interface: || double %81 = 2.59887
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %82 = fsub double %56, %73
538157000: system.md_grid_clstr.md_grid.llvm_interface: || (double %56) 2.1441 - (double %73) 0.56948
538157000: system.md_grid_clstr.md_grid.llvm_interface: || double %82 = 1.57462
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %105 = add nuw nsw i32 %67, 1
538157000: system.md_grid_clstr.md_grid.llvm_interface: || (i32 %67) 1 + (i32 1) 1
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %105 = 2
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %106 = icmp eq i32 %105, %43
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %106 = FALSE
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br i1 %106, label %107, label %63, !llvm.loop !16
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Condition: FALSE, Fetching target label %63
538157000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %63 from label %101
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %67 = phi i32 [ %105, %101 ], [ 0, %49 ]
538157000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %101, using value:   %105 = add nuw nsw i32 %67, 1
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %68 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 0
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 2, dimension offset = 24
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 0, struct offset = 0
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[30] (Flat Idx[6])
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e70]
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %69 = load double, double* %68, align 4, !tbaa.struct !7
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e70] Size[8]
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %70 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 1
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 2, dimension offset = 24
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 1, struct offset = 8
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[38] (Flat Idx[7])
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e78]
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %71 = load double, double* %70, align 4, !tbaa.struct !10
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e78] Size[8]
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %72 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 2
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 2, dimension offset = 24
538157000: system.md_grid_clstr.md_grid.llvm_interface: || i32 2, struct offset = 16
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[40] (Flat Idx[8])
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e80]
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %73 = load double, double* %72, align 4, !tbaa.struct !11
538157000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e80] Size[8]
538169000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %69 = load double, double* %68, align 4, !tbaa.struct !7
538169000: system.md_grid_clstr.md_grid.llvm_interface: || double %69 = 1.43374e+08f 1.92271d
538169000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %71 = load double, double* %70, align 4, !tbaa.struct !10
538169000: system.md_grid_clstr.md_grid.llvm_interface: || double %71 = -7.08295e-32f 3.58311d
538179000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %73 = load double, double* %72, align 4, !tbaa.struct !11
538179000: system.md_grid_clstr.md_grid.llvm_interface: || double %73 = 1.87517e-16f 3.99645d
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %83 = fmul double %80, %80
538207000: system.md_grid_clstr.md_grid.llvm_interface: || (double %80) 3.48731 * (double %80) 3.48731
538207000: system.md_grid_clstr.md_grid.llvm_interface: || double %83 = 12.1613
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %84 = fmul double %81, %81
538207000: system.md_grid_clstr.md_grid.llvm_interface: || (double %81) 2.59887 * (double %81) 2.59887
538207000: system.md_grid_clstr.md_grid.llvm_interface: || double %84 = 6.75412
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %86 = fmul double %82, %82
538207000: system.md_grid_clstr.md_grid.llvm_interface: || (double %82) 1.57462 * (double %82) 1.57462
538207000: system.md_grid_clstr.md_grid.llvm_interface: || double %86 = 2.47942
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %74 = fcmp une double %69, %52
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Comparing 1.92271, 3.67518
538207000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %74 = TRUE
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %75 = fcmp une double %71, %54
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Comparing 3.58311, 4.20816
538207000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %75 = TRUE
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %77 = fcmp une double %73, %56
538207000: system.md_grid_clstr.md_grid.llvm_interface: || Comparing 3.99645, 2.1441
538207000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %77 = TRUE
538247000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %85 = fadd double %83, %84
538247000: system.md_grid_clstr.md_grid.llvm_interface: || (double %83) 12.1613 + (double %84) 6.75412
538247000: system.md_grid_clstr.md_grid.llvm_interface: || double %85 = 18.9154
538247000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %76 = or i1 %74, %75
538247000: system.md_grid_clstr.md_grid.llvm_interface: || (i1 %74) 1 | (i1 %75) 1
538247000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %76 = 1
538297000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %87 = fadd double %85, %86
538297000: system.md_grid_clstr.md_grid.llvm_interface: || (double %85) 18.9154 + (double %86) 2.47942
538297000: system.md_grid_clstr.md_grid.llvm_interface: || double %87 = 21.3949
538297000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %78 = or i1 %76, %77
538297000: system.md_grid_clstr.md_grid.llvm_interface: || (i1 %76) 1 | (i1 %77) 1
538297000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %78 = 1
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %88 = fdiv double 1.000000e+00, %87
538347000: system.md_grid_clstr.md_grid.llvm_interface: || (double 1.000000e+00) 1 / (double %87) 21.3949
538347000: system.md_grid_clstr.md_grid.llvm_interface: || double %88 = 0.0467402
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br i1 %78, label %79, label %101
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Condition: TRUE, Fetching target label %79
538347000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %79 from label %63
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br label %101
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Fetching target label %101
538347000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %101 from label %79
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %80 = fsub double %52, %69
538347000: system.md_grid_clstr.md_grid.llvm_interface: || (double %52) 3.67518 - (double %69) 1.92271
538347000: system.md_grid_clstr.md_grid.llvm_interface: || double %80 = 1.75247
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %81 = fsub double %54, %71
538347000: system.md_grid_clstr.md_grid.llvm_interface: || (double %54) 4.20816 - (double %71) 3.58311
538347000: system.md_grid_clstr.md_grid.llvm_interface: || double %81 = 0.625053
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %82 = fsub double %56, %73
538347000: system.md_grid_clstr.md_grid.llvm_interface: || (double %56) 2.1441 - (double %73) 3.99645
538347000: system.md_grid_clstr.md_grid.llvm_interface: || double %82 = -1.85235
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %105 = add nuw nsw i32 %67, 1
538347000: system.md_grid_clstr.md_grid.llvm_interface: || (i32 %67) 2 + (i32 1) 1
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %105 = 3
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %106 = icmp eq i32 %105, %43
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i1 %106 = FALSE
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Launching Branch:   br i1 %106, label %107, label %63, !llvm.loop !16
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Condition: FALSE, Fetching target label %63
538347000: system.md_grid_clstr.md_grid.llvm_interface: 		 Branching to label %63 from label %101
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %67 = phi i32 [ %105, %101 ], [ 0, %49 ]
538347000: system.md_grid_clstr.md_grid.llvm_interface: || PHI entered from label %101, using value:   %105 = add nuw nsw i32 %67, 1
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %68 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 0
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 3, dimension offset = 24
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 0, struct offset = 0
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[48] (Flat Idx[9])
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e88]
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %69 = load double, double* %68, align 4, !tbaa.struct !7
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e88] Size[8]
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %70 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 1
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 3, dimension offset = 24
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 1, struct offset = 8
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[50] (Flat Idx[10])
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e90]
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %71 = load double, double* %70, align 4, !tbaa.struct !10
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e90] Size[8]
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %72 = getelementptr inbounds [4 x [4 x [10 x %struct.dvector_t]]], [4 x [4 x [10 x %struct.dvector_t]]]* %2, i32 %34, i32 %36, i32 %41, i32 %67, i32 2
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Index Values
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %34 = 0, dimension offset = 3840
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %36 = 0, dimension offset = 960
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %41 = 0, dimension offset = 240
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 %67 = 3, dimension offset = 24
538347000: system.md_grid_clstr.md_grid.llvm_interface: || i32 2, struct offset = 16
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Ptr[10023e40]  Offset[58] (Flat Idx[11])
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Result: Addr[10023e98]
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Launching   %73 = load double, double* %72, align 4, !tbaa.struct !11
538347000: system.md_grid_clstr.md_grid.llvm_interface: || Addr[10023e98] Size[8]
538359000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %69 = load double, double* %68, align 4, !tbaa.struct !7
538359000: system.md_grid_clstr.md_grid.llvm_interface: || double %69 = -4.66234e+32f 2.15916d
538359000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %71 = load double, double* %70, align 4, !tbaa.struct !10
538359000: system.md_grid_clstr.md_grid.llvm_interface: || double %71 = 1.60205e-05f 0.720068d
538369000: system.md_grid_clstr.md_grid.llvm_interface: || Computing   %73 = load double, double* %72, align 4, !tbaa.struct !11
538369000: system.md_grid_clstr.md_grid.llvm_interface: || double %73 = 2.14677e-32f 2.43468d
